,,,,,,,,,,,,,325.630526105221,
2007,HUMMER,H2,Base,SUV,ca,3.4,113538,black,black,claremont volkswagen,20500,22250,-1750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,HUMMER,H2,Base,SUV,ca,2.5,110235,white,beige,aaero sweet company,13550,16000,-2450,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2003,HUMMER,H2,Base,SUV,ca,,112424,black,—,rvr,13100,13600,-500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,HUMMER,H2,Base,SUV,ca,4,89283,black,gray,in line motors,14350,17000,-2650,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2003,HUMMER,H2,Base,SUV,ca,4.7,80968,orange,gray,felix chevrolet & cadillac,14450,17000,-2550,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2006,HUMMER,H2,Base,SUV,ca,5,47330,black,black,nova auto sales inc,27400,31000,-3600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2003,HUMMER,H2,Base,SUV,ca,2,92653,gold,tan,remarketing by ge/chase lease remarketing co,14400,13100,1300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,HUMMER,H2 SUT,Base,Crew Cab,ca,3.9,56608,white,black,onemain rem/m&m auto traders,22200,24000,-1800,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,HUMMER,H2 SUT,Base,Crew Cab,ca,3.7,36594,orange,orange,nova auto sales inc,25000,33000,-8000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2008,HUMMER,H3,Base,SUV,ca,4.8,91132,black,beige,apexcars net,11950,15300,-3350,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,HUMMER,H3,Base,SUV,ca,3.4,71031,gray,black,tdaf remarketing,13450,15750,-2300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,ca,3.1,113454,black,black,livermore toyota and livermore scion,10250,9600,650,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,ca,,166687,black,—,hb auto sales,6900,6600,300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,ca,3.7,98247,gray,black,arrowhead auto group inc,10650,11100,-450,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,HUMMER,H3,Base,SUV,ca,2.5,153869,blue,black,first credit finance,7600,6500,1100,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,ca,3.4,102539,white,gray,wholesale enterprise inc,5075,6400,-1325,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,Panel LS,Wagon,ca,,236928,white,—,north star auto inc,2625,2350,275,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,ca,2.5,87230,gray,black,onemain rem/access auto remarketing,5575,5700,-125,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,ca,4.2,87257,silver,black,wheels exchange llc,5675,6800,-1125,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,ca,3.1,107036,silver,black,wheels exchange llc,4900,5300,-400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,ca,3.8,139959,silver,gray,valley kia,3300,3600,-300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LT,Wagon,ca,3.4,92302,gray,tan,premium auto wholesale,5725,5600,125,Thu Jan 08 2015 04:00:00 GMT-0800 (PST)
2008,Chevrolet,HHR,LT,Wagon,ca,,116016,blue,—,james family auto sales,4125,4000,125,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,chevrolet,hhr,lt,,ca,3.6,115972,silver,black,gm financial,3875,4100,-225,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,chevrolet,hhr,lt,,ca,2.5,118042,silver,gray,symbolic motor cars,3800,4200,-400,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,chevrolet,hhr,lt,,ca,2.6,133057,purple,gray,onemain rem/casey's car inc,3225,2900,325,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2009,Chevrolet,HHR,LS,Wagon,ca,2.9,62233,blue,black,century dealer services corp,5450,5500,-50,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2007,chevrolet,hhr,ls,,ca,3.4,91469,red,gray,premium auto wholesale,4150,5300,-1150,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,chevrolet,hhr,lt,,ca,3.6,86866,black,gray,stg auto group,4450,5700,-1250,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,nj,2.8,53981,silver,black,lease plan usa,7050,6100,950,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,fl,2.4,133481,silver,black,wheels exchange llc,4300,4000,300,Wed Jan 14 2015 09:05:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,nc,2.5,80908,gray,gray,regional acceptance corporation / greenville,5850,3800,2050,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,fl,3.8,113833,white,—,nicholas financial inc/clearwater,4975,5300,-325,Thu Dec 18 2014 15:01:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,il,3.3,81660,white,black,chrysler capital,5950,6400,-450,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,nj,1.9,75312,blue,gray,lease plan usa,6100,2800,3300,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,oh,4.3,54414,silver,black,condor capital corp,7150,5700,1450,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,pa,,73363,burgundy,—,brandywine motor cars inc,6875,7850,-975,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,ny,,62397,gray,gray,fuccillo volkswagen of schenectady,6525,7100,-575,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,nc,1.9,68815,red,black,remarketing by ge/manheim north carolina,6550,4200,2350,Mon Jan 05 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,mo,3.5,71797,red,black,"consolidated asset recovery systems, inc.",6150,5000,1150,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,tx,3.8,126063,gray,black,dt credit corporation,4650,4400,250,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,la,,93773,gray,gray,american auto brokers inc,5225,6900,-1675,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,mi,2.5,84611,gray,black,remarketing by ge/flagship credit acceptance,5825,3600,2225,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,fl,2.8,67321,black,black,bartow ford co,6325,7600,-1275,Wed Dec 17 2014 13:55:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,nj,1.9,124223,silver,black,lester glenn buick,3075,3800,-725,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,fl,2.6,78641,blue,black,regional acceptance corporation / greenville,5850,5700,150,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LS,Wagon,fl,2.7,81472,silver,black,courtesy kia of brandon,6050,5200,850,Thu Dec 18 2014 16:20:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,nc,2.8,106982,white,gray,santander consumer,4750,3300,1450,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,fl,1.9,81966,red,black,regional acceptance corporation / greenville,5725,4100,1625,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2013,Toyota,Highlander,Limited,SUV,ca,3,39900,white,black,toyota financial services,28300,28000,300,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,ca,3.8,31180,blue,beige,i auto sales inc,22800,21500,1300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,ca,2.8,31143,silver,silver,toyota santa monica,26700,24000,2700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Toyota,Highlander,Base,SUV,ca,3.3,85516,gray,gray,skyhigh remarketing inc,16150,17500,-1350,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,ca,2.2,112920,white,beige,buyers auto sales,12250,11300,950,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Toyota,Highlander,Base,SUV,ca,3.9,91308,black,gray,exeter finance corp,12800,13400,-600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,ca,,66400,gold,—,jimmy vasser toyota,16200,17800,-1600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,ca,3.7,123442,blue,gray,the car exchange,6875,7800,-925,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,ca,2,133013,blue,beige,jk motors inc,6275,5900,375,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,ca,3.8,91459,beige,beige,toyota financial services,8200,9600,-1400,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2006,Toyota,Highlander,Sport,SUV,ca,,129749,silver,—,james family auto sales,6325,8100,-1775,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,ca,,128085,silver,—,apexcars net,7350,10000,-2650,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2006,Toyota,Highlander,Base,SUV,ca,1.9,217576,red,silver,aq motors,4900,4800,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,ca,2.6,154943,blue,gray,tycon enterprises,6175,5700,475,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,ca,2.5,79512,silver,gray,aaero sweet company,7725,9750,-2025,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2005,Toyota,Highlander,V6,SUV,ca,3.5,194098,black,tan,onemain rem/fmt enterprises inc,4700,4500,200,Wed Dec 31 2014 12:05:00 GMT-0800 (PST)
2004,Toyota,Highlander,Base,SUV,ca,,222270,blue,—,james family auto sales,5200,4800,400,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2004,Toyota,Highlander,Base,SUV,ca,,111239,red,—,corona auto wholesale inc,6000,7300,-1300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,2.2,161548,silver,silver,ix autos,5275,5500,-225,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,,176163,black,—,mccauley automotive co,5200,5100,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,ca,1.9,161006,red,beige,high line auto inc,5550,5800,-250,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,ca,3.5,15898,white,gray,millennium cars,22200,22000,200,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,ca,3.4,36414,gray,black,newport lexus,26400,25750,650,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2011,Toyota,Highlander,Base,SUV,ca,3,79598,gray,—,phillips auto brokerage,16400,16300,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,SUV,ca,2.6,118381,gray,silver,chaser inc,10300,9800,500,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander,Base,SUV,ca,,146701,white,—,livermore toyota and livermore scion,5775,8200,-2425,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2004,Toyota,Highlander,Base,SUV,ca,4.1,69862,black,gray,east bay bmw,6250,7500,-1250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,,137045,white,—,toyota of orange,5600,6500,-900,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,,126748,silver,gray,kearny mesa toyota,6900,7900,-1000,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,1.9,199951,silver,gray,omni auto consulting,4525,4300,225,Tue Feb 24 2015 04:30:00 GMT-0800 (PST)
2003,Toyota,Highlander,Base,SUV,ca,2.6,153358,blue,beige,exquisite car sales,5375,5800,-425,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,ca,,131463,silver,—,galaxy european,5475,3900,1575,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,ca,,136694,black,—,east bay bmw,3800,4500,-700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,pa,4,33804,silver,gray,superior automotive sales i,22400,22800,-400,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,wi,2.6,34794,—,gray,toyota financial services,23100,20900,2200,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,fl,,24364,gray,gray,braman motorcars,29000,28700,300,Fri Dec 19 2014 09:35:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,nc,3.5,83534,black,gray,motorlease corporation,19700,18000,1700,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,oh,1.9,29231,—,tan,toyota financial services,28500,11600,16900,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,tn,2.6,37267,gray,gray,toyota financial services,27900,25900,2000,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,va,,23260,black,black,"cooper corvettes and performance cars, inc",29400,30600,-1200,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,nj,2.4,33489,black,beige,toyota financial services,22400,19600,2800,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,pa,2.8,30030,black,gray,lenders assistance corporation,28500,26000,2500,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,il,,34687,gray,—,tyson motor corporation,28000,27200,800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,wi,,41944,gray,gray,bredemann toyota inc,22300,20400,1900,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,pa,4.4,58672,white,gray,adcock brothers inc,25700,27700,-2000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,oh,4.2,45251,gray,black,toyota financial services,27200,27100,100,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Limited,SUV,wi,1.9,57887,black,black,toyota financial services,25600,21100,4500,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,pr,3.4,31056,gray,gray,scotiabank de puerto rico,20500,18000,2500,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,ca,,29093,white,—,i auto sales inc,20800,21750,-950,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Toyota,Highlander Hybrid,Limited,SUV,ca,4.4,83985,gray,black,la costa auto sales,26400,26000,400,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,ca,2.4,130850,green,gray,onemain rem/casey's car inc,13350,12200,1150,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2007,Toyota,Highlander Hybrid,Limited,SUV,ca,3.7,63352,silver,gray,newport lexus,12400,14000,-1600,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2000,Infiniti,I30,Base,Sedan,ca,,177430,silver,—,otis auto sales,1425,1350,75,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2000,Infiniti,I30,Base,Sedan,ca,,166509,brown,—,worldwide connection,1575,1450,125,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
1996,Infiniti,I30,Base,Sedan,ca,3,201745,white,beige,charitable auto resource,650,850,-200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2003,Infiniti,I35,Base,Sedan,ca,,120924,beige,beige,bmw of san diego,3200,2700,500,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2002,Infiniti,I35,Base,Sedan,ca,,199899,green,—,a & k auto sales,1200,1350,-150,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Acura,ILX,Technology Package,Sedan,ca,2.5,9051,gray,black,american honda motor company,22700,21250,1450,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Acura,ILX,Base,Sedan,ca,4.1,12905,silver,gray,american honda motor company,19950,20400,-450,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Acura,ILX,Premium Package,Sedan,ca,4.4,29989,gray,black,"ahfc/honda lease trust/hvt, inc. eot",17100,19300,-2200,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Acura,ILX,Base,Sedan,ca,,20354,gray,—,apexcars net,16650,18800,-2150,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Impala,LTZ,Sedan,ca,1.9,14538,silver,black,enterprise vehicle exchange / tra / rental / tulsa,24300,7200,17100,Tue Jul 07 2015 09:30:00 GMT-0700 (PDT)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,4.1,56524,white,black,cig financial,9350,9200,150,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,1.9,62053,black,black,the hertz corporation,9075,7100,1975,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,4.3,64722,silver,black,ge fleet services for itself/servicer,9000,8600,400,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,4.1,62386,black,black,santander consumer,9025,9300,-275,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,2.7,43706,white,gray,california rent-a-car & leasing,10000,8300,1700,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LT Fleet,Sedan,ca,3,59156,black,gray,the hertz corporation/gm,9175,7900,1275,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LTZ,Sedan,ca,3,64637,white,gray,the hertz corporation/gm,9475,8900,575,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Impala,LS Fleet,Sedan,ca,3.6,81991,black,black,exeter finance corp,7700,8200,-500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS Fleet,Sedan,ca,3.5,82905,white,black,tdaf remarketing,7200,6400,800,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LS Fleet,Sedan,ca,2.6,79243,gray,gray,santander consumer,7225,8100,-875,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,ca,,15194,red,gray,avis rac/san leandro,20600,14800,5800,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,ca,1,8195,red,black,enterprise vehicle exchange / tra / rental / tulsa,21600,14000,7600,Wed Dec 31 2014 15:05:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LT,Sedan,ca,2,6663,black,black,enterprise vehicle exchange / tra / rental / tulsa,20500,13000,7500,Wed Jan 14 2015 07:05:00 GMT-0800 (PST)
2014,Chevrolet,Impala,LS Fleet,Sedan,ca,1,21587,white,gray,hertz damaged liquidation,16400,7200,9200,Wed Dec 31 2014 15:05:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,ca,3.5,92351,black,black,cig financial,6225,6100,125,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,ca,2.3,99861,blue,gray,cig financial,5725,4800,925,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,ca,4.3,70367,white,black,exeter finance corp,6850,8600,-1750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,ca,3.4,74833,gray,black,"jpmorgan chase bank,n.a.",6650,6200,450,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,ca,4.1,43986,white,gray,lbs financial credit union,8050,7900,150,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LS,Sedan,ca,3.6,134319,gray,gray,california auto finance,4100,4500,-400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Impala,SS,Sedan,ca,1.9,101928,silver,black,"jpmorgan chase bank,n.a.",7300,5000,2300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2009,Chevrolet,Impala,LT,Sedan,ca,4.1,110430,silver,black,santander consumer,5100,6000,-900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,ca,3.7,110202,blue,beige,veros credit,4450,5500,-1050,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,ca,2.7,97504,silver,gray,felix chevrolet & cadillac,5425,5100,325,Wed Dec 31 2014 12:15:00 GMT-0800 (PST)
2008,chevrolet,impala,v6 ltz,,ca,3.2,64568,silver,gray,florida state efcu,8800,6500,2300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,ca,1.9,170680,white,gray,lobel financial corp,2675,3000,-325,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Chevrolet,Impala,LS,Sedan,ca,2.6,198177,white,silver,tustin community bank,1950,2000,-50,Wed Jan 07 2015 04:05:00 GMT-0800 (PST)
2007,Chevrolet,Impala,LS,Sedan,ca,,100932,gold,tan,david wilsons ford of orange,4550,4000,550,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Impala,SS,Sedan,ca,2.2,81474,black,tan,wells fargo dealer services,7900,6400,1500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LT,Sedan,ca,1.9,120425,gray,gray,scott robinson honda,3400,1100,2300,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Impala,SS,Sedan,ca,4.1,107697,silver,gray,skyhigh remarketing inc,5050,6250,-1200,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LS,Sedan,ca,2.5,115773,white,tan,felix chevrolet & cadillac,3775,2600,1175,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2006,Chevrolet,Impala,LT,Sedan,ca,2.1,158807,white,gray,california fleet inc,2700,2750,-50,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Impala,Base,Sedan,ca,2.3,75473,white,gray,premium auto wholesale,3075,3100,-25,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Impala,LS,Sedan,ca,2.4,215244,gold,beige,wholesale motor sales inc,650,1200,-550,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2004,Chevrolet,Impala,LS,Sedan,ca,,184157,silver,gray,automotive remarketing inc,1750,300,1450,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2004,Chevrolet,Impala,Base,Sedan,ca,3.8,70326,white,gray,aaero sweet company,3125,3000,125,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2004,Chevrolet,Impala,SS,Sedan,ca,2.2,142814,black,gray,diamond auto sales llc,2225,2100,125,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2003,Chevrolet,Impala,Base,Sedan,ca,2,218049,gold,tan,united acceptance,675,300,375,Wed Jan 14 2015 03:00:00 GMT-0800 (PST)
2001,Chevrolet,Impala,Base,Sedan,ca,2.1,159312,silver,gray,livermore toyota and livermore scion,1275,1050,225,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2001,Chevrolet,Impala,Base,Sedan,ca,1.9,73720,white,blue,"jpmorgan chase bank,n.a.",1650,400,1250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2000,Chevrolet,Impala,Base,Sedan,ca,,148629,gold,—,mccauley automotive co,1225,1100,125,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2000,Chevrolet,Impala,Base,Sedan,ca,,103660,white,—,rey/rey auto sales,1625,1400,225,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1995,Chevrolet,Impala,SS,Sedan,ca,3,117102,black,gray,tdaf remarketing,4575,6500,-1925,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,,4346,gray,black,hertz/tra,12650,2500,10150,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,ca,3.8,44624,red,gray,enterprise vehicle exchange/orange,12300,11300,1000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,ca,4,38214,black,black,santander consumer,12800,13700,-900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LS Fleet,Sedan,ca,2.5,70925,silver,gray,merchants automotive group,8700,7500,1200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,2.9,40496,gray,black,skyhigh remarketing inc,11000,10250,750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,1,33647,silver,black,enterprise vehicle exchange / tra / rental / tulsa,11500,9800,1700,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,1,65527,gray,gray,the hertz corporation/gm,9175,8300,875,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,3.4,40484,gray,black,enterprise vehicle exchange/orange,11150,11000,150,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,ca,2.6,44185,white,black,enterprise vehicle exchange/orange,12300,10800,1500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,ca,4,37895,silver,gray,santander consumer,11200,11800,-600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
